symbol;nazwa;opisObejmujeNieobejmuje;id;opis
30.20;Produkcja lokomotyw kolejowych oraz taboru szynowego;;662;Produkcja lokomotyw kolejowych oraz taboru szynowego
30.20.Z;Produkcja lokomotyw kolejowych oraz taboru szynowego;"30.20.Z Podklasa ta obejmuje: produkcję elektrycznych, spalinowych, parowych i pozostałych lokomotyw kolejowych, produkcję pojazdów kolejowych lub tramwajowych z własnym napędem: wagonów pasażerskich, towarowych, platform, pojazdów naprawczych lub serwisowych, produkcję taboru kolejowego i tramwajowego bez własnego napędu, takiego jak: wagony pasażerskie, towarowe, samowyładowcze, cysterny oraz wagony warsztatowe, dźwigi kolejowe, tendry itp., produkcję wyspecjalizowanych części do lokomotyw kolejowych lub tramwajowych lub do taboru kolejowego, takich jak: wózki zwrotne, osie i koła, hamulce i części do nich; haki i elementy sprzęgające, zderzaki i ich części; amortyzatory; podwozia do lokomotyw i wagonów; szkielety konstrukcyjne wagonów i lokomotyw; nadwozia; połączenia korytarzowe itp., produkcję kopalnianych lokomotyw dołowych i wagonów silnikowych, produkcję mechanicznych i elektromechanicznych urządzeń sygnalizacyjnych, bezpieczeństwa i sterowania ruchem na drogach szynowych, wodach śródlądowych, ulicach, drogach, miejscach parkingowych, lotniskach itp., produkcję siedzeń do wagonów taboru szynowego. Podklasa ta nie obejmuje: produkcji szyn niezmontowanych, sklasyfikowanej w 24.10.Z, produkcji gotowych elementów metalowych wyposażenia torów kolejowych, sklasyfikowanej w 25.99.Z, produkcji silników elektrycznych, sklasyfikowanej w 27.11.Z, produkcji elektrycznego wyposażenia do sygnalizacji bezpieczeństwa i kontroli ruchu, sklasyfikowanej w 27.90.Z, produkcji silników i turbin, sklasyfikowanej w 28.11.Z.";663;Produkcja lokomotyw kolejowych oraz taboru szynowego
30.30;Produkcja statków powietrznych, statków kosmicznych i podobnych maszyn;;665;Produkcja statków powietrznych, statków kosmicznych i podobnych maszyn
30.30.Z;Produkcja statków powietrznych, statków kosmicznych i podobnych maszyn;30.30.Z Podklasa ta obejmuje: produkcję samolotów do transportu towarów lub pasażerów, samolotów używanych przez siły zbrojne, samolotów sportowych i do innych zastosowań, produkcję śmigłowców, produkcję szybowców i lotni, produkcję sterowców i balonów, produkcję części i akcesoriów samolotów, sklasyfikowanych w tej podklasie, takich jak: podzespoły podstawowe: kadłuby, skrzydła, drzwi, elementy sterujące, podwozia, zbiorniki na paliwo, gondole itp., śmigła, wirniki śmigłowców i łopaty do tych wirników, silniki i napędy typowe dla statków powietrznych, części do napędów turboodrzutowych i turbośmigłowych, produkcję urządzeń do trenowania pilotażu na ziemi, produkcję statków kosmicznych i rakiet wynoszących statki kosmiczne na orbitę, satelitów, sond kosmicznych, stacji orbitalnych, promów kosmicznych, produkcję międzykontynentalnych pocisków balistycznych (ICBM), przeglądy i remonty kapitalne oraz przebudowy statków powietrznych i silników statków powietrznych, produkcję siedzeń do statków powietrznych. Podklasa ta nie obejmuje: produkcji spadochronów, sklasyfikowanej w 13.92.Z, produkcji uzbrojenia wojskowego i amunicji, sklasyfikowanej w 25.40.Z, produkcji urządzeń (tele)komunikacyjnych do satelitów, sklasyfikowanej w 26.30.Z, produkcji instrumentów lotniczych, sklasyfikowanej w 26.51.Z, produkcji systemów nawigacji powietrznej, sklasyfikowanej w 26.51.Z, produkcji sprzętu oświetleniowego dla statków powietrznych, sklasyfikowanej w 27.40.Z, produkcji części układu zapłonowego i innych elektrycznych części do silników wewnętrznego spalania, sklasyfikowanej w 27.90.Z, produkcji tłoków, pierścieni tłokowych i gaźników, sklasyfikowanej w 28.11.Z, produkcji maszyn i urządzeń startowych do statków powietrznych, urządzeń do katapultowania oraz podobnych urządzeń, sklasyfikowanej w 28.99.Z.;666;Produkcja statków powietrznych, statków kosmicznych i podobnych maszyn
30.40;Produkcja wojskowych pojazdów bojowych;;668;Produkcja wojskowych pojazdów bojowych
30.40.Z;Produkcja wojskowych pojazdów bojowych;30.40.Z Podklasa ta obejmuje: produkcję czołgów, produkcję opancerzonych pojazdów wodno-lądowych, produkcję pozostałych wojskowych pojazdów bojowych. Podklasa ta nie obejmuje: produkcji broni i amunicji, sklasyfikowanej w 25.40.Z.;669;Produkcja wojskowych pojazdów bojowych
30.91;Produkcja motocykli;;671;Produkcja motocykli
30.91.Z;Produkcja motocykli;30.91.Z Podklasa ta obejmuje: produkcję motocykli, motorynek i rowerów posiadających silnik pomocniczy, produkcję silników do motocykli, produkcję przyczep motocyklowych bocznych, produkcję części i akcesoriów do motocykli. Podklasa ta nie obejmuje: produkcji wyposażenia elektrycznego i elektronicznego do motocykli, sklasyfikowanej w 29.31.Z, konserwacji i naprawy motocykli, sklasyfikowanych w 45.40.Z.;672;Produkcja motocykli
30.92;Produkcja rowerów i wózków inwalidzkich;;673;Produkcja rowerów i wózków inwalidzkich
30.92.Z;Produkcja rowerów i wózków inwalidzkich;30.92.Z Podklasa ta obejmuje: produkcję rowerów nieposiadających silników, włączając rowery trzykołowe, tandemy, metalowe dwu- i trzykołowe rowerki dziecięce, produkcję części i akcesoriów do rowerów, produkcję wózków inwalidzkich, nawet z silnikiem, produkcję części i akcesoriów do wózków inwalidzkich, produkcję wózków dziecięcych. Podklasa ta nie obejmuje: produkcji rowerów posiadających silnik pomocniczy, sklasyfikowanej w 30.91.Z, produkcji zabawek na kółkach przeznaczonych do jeżdżenia, włączając dziecięce rowerki dwu- i trzykołowe, z tworzyw sztucznych, sklasyfikowanej w 32.40.Z.;674;Produkcja rowerów i wózków inwalidzkich
30.99;Produkcja pozostałego sprzętu transportowego, gdzie indziej niesklasyfikowana;;675;Produkcja pozostałego sprzętu transportowego, gdzie indziej niesklasyfikowana
30.99.Z;Produkcja pozostałego sprzętu transportowego, gdzie indziej niesklasyfikowana;30.99.Z Podklasa ta obejmuje: produkcję pojazdów wprawianych w ruch ręcznie: wózków bagażowych, wózków ręcznych, sanek, wózków na zakupy itp., produkcję pojazdów ciągnionych przez zwierzęta. Podklasa ta nie obejmuje: produkcji wózków roboczych, nawet wyposażonych w sprzęt do podnoszenia czy przemieszczania, nawet samojezdnych, stosowanych w zakładach przemysłowych, włączając wózki ręczne i taczki, sklasyfikowanej w 28.22.Z, produkcji wózków dekoracyjnych wykorzystywanych w restauracjach, sklasyfikowanej w 31.01.Z.;676;Produkcja pozostałego sprzętu transportowego, gdzie indziej niesklasyfikowana
31.01;Produkcja mebli biurowych i sklepowych;;679;Produkcja mebli biurowych i sklepowych
31.01.Z;Produkcja mebli biurowych i sklepowych;31.01.Z Podklasa ta obejmuje produkcję mebli dowolnego typu, z dowolnego materiału, używanych w różnych miejscach i różnych celach, z wyłączeniem mebli z kamienia, betonu, ceramiki. Podklasa ta obejmuje: produkcję krzeseł i siedzeń do pomieszczeń biurowych, produkcyjnych, hoteli, restauracji oraz budynków publicznych, produkcję krzeseł i siedzeń teatralnych, kinowych itp., produkcję specjalnych mebli sklepowych: lad, gablot wystawowych, półek itp., produkcję mebli biurowych, produkcję stołów laboratoryjnych, stołków i pozostałych siedzeń wykorzystywanych w laboratoriach, pozostałych mebli laboratoryjnych, np. szafek, produkcję mebli wykorzystywanych w kościołach, szkołach lub restauracjach, produkcję wózków dekoracyjnych wykorzystywanych w restauracjach. Podklasa ta nie obejmuje: produkcji tablic do pisania, sklasyfikowanej w 28.23.Z, mocowania i instalowania mebli modułowych stałych, montażu ścianek działowych, stałego wyposażenia meblowego, sklasyfikowanych w 43.32.Z.;680;Produkcja mebli biurowych i sklepowych
31.02;Produkcja mebli kuchennych;;681;Produkcja mebli kuchennych
31.02.Z;Produkcja mebli kuchennych;;682;Produkcja mebli kuchennych
31.03;Produkcja materaców;;683;Produkcja materaców
31.03.Z;Produkcja materaców;31.03.Z Podklasa ta obejmuje: produkcję materaców: wyposażonych w sprężyny lub wypchanych dowolnym materiałem, niepokrytych materiałem, z gumy piankowej lub gąbczastego tworzywa sztucznego, produkcję stelaży pod materace. Podklasa ta nie obejmuje: produkcji gumowych materaców nadmuchiwanych, sklasyfikowanej w 22.19.Z, produkcji gumowych materaców do łóżek wodnych, sklasyfikowanej w 22.19.Z.;684;Produkcja materaców
31.09;Produkcja pozostałych mebli;;685;Produkcja pozostałych mebli
31.09.Z;Produkcja pozostałych mebli;31.09.Z Podklasa ta obejmuje: produkcję sof, rozkładanych kanap i kanap do siedzenia, produkcję krzeseł i mebli ogrodowych do siedzenia, produkcję mebli do sypialni, pokoi wypoczynkowych, ogrodów itp., produkcję szafek pod maszyny do szycia, telewizory itp., wykańczanie krzeseł i siedzeń, takie jak tapicerowanie, wykańczanie mebli takie jak: malowanie (włączając natryskowe), politurowanie i tapicerowanie. Podklasa ta nie obejmuje: produkcji mebli z ceramiki, betonu i kamienia, sklasyfikowanej w 23.42.Z, 23.69.Z, 23.70.Z, produkcji opraw oświetleniowych i lamp, sklasyfikowanej w 27.40.Z, produkcji siedzeń samochodowych, sklasyfikowanej w 29.32.Z, produkcji siedzeń do wagonów taboru szynowego, sklasyfikowanej w 30.20.Z, produkcji siedzeń do statków powietrznych, sklasyfikowanej w 30.30.Z, naprawy i konserwacji mebli, sklasyfikowanych w 95.24.Z.;686;Produkcja pozostałych mebli
32.11;Produkcja monet;;689;Produkcja monet
32.11.Z;Produkcja monet;32.11.Z Podklasa ta obejmuje: produkcję monet, włączając monety obiegowe, nawet z metali szlachetnych.;690;Produkcja monet
32.12;Produkcja wyrobów jubilerskich i podobnych;;691;Produkcja wyrobów jubilerskich i podobnych
32.12.Z;Produkcja wyrobów jubilerskich i podobnych;32.12.Z Podklasa ta obejmuje: obróbkę pereł, szlifowanie kamieni szlachetnych i półszlachetnych, włączając kamienie szlachetne przemysłowe, syntetyczne i odtworzone kamienie szlachetne i półszlachetne, produkcję biżuterii z metali szlachetnych lub metali nieszlachetnych platerowanych metalami szlachetnymi lub z kamieniami szlachetnymi i półszlachetnymi, lub jako połączenie metali szlachetnych z kamieniami szlachetnymi lub półszlachetnymi, lub z innymi materiałami, produkcję wyrobów złotniczych z metali szlachetnych lub innych metali platerowanych metalami szlachetnymi: zastaw stołowych, sztućców, artykułów toaletowych, przyborów biurowych, przedmiotów przeznaczonych do celów religijnych itp., produkcję wyrobów technicznych lub laboratoryjnych, z metali szlachetnych: tygli, szpatułek, anod galwanicznych itp., z wyłączeniem instrumentów i aparatów technicznych oraz laboratoryjnych i ich części, produkcję pasków, bransoletek, opasek do zegarków oraz papierośnic, z metali szlachetnych, grawerowanie osobistych wyrobów wykoych z metali szlachetnych lub nieszlachetnych. Podklasa ta nie obejmuje: produkcji pasków do zegarków z materiałów niemetalicznych, np. tkaniny, skóry, tworzyw sztucznych, sklasyfikowanej w 15.12.Z, produkcji wyrobów z metali nieszlachetnych platerowanych metalami szlachetnymi, z wyłączeniem sztucznej biżuterii, sklasyfikowanej w odpowiednich podklasach działu 25, produkcji kopert zegarków, sklasyfikowanej w 26.52.Z, produkcji pasków do zegarków z metalu, innego niż metale szlachetne, sklasyfikowanej w 32.13.Z, produkcji sztucznej biżuterii, sklasyfikowanej w 32.13.Z, naprawy biżuterii, sklasyfikowanej w 95.25.Z.;692;Produkcja wyrobów jubilerskich i podobnych
32.13;Produkcja sztucznej biżuterii i wyrobów podobnych;;693;Produkcja sztucznej biżuterii i wyrobów podobnych
32.13.Z;Produkcja sztucznej biżuterii i wyrobów podobnych;32.13.Z Podklasa ta obejmuje: produkcję sztucznej biżuterii, takiej jak: pierścionki, bransoletki, naszyjniki i podobne wyroby jubilerskie wykoe z metali nieszlachetnych pokrywanych metalami szlachetnymi, biżuteria zawierająca imitację kamieni, takich jak imitacja kamieni szlachetnych, diamentów itp., produkcję metalowych pasków do zegarków, z wyłączeniem pasków z metali szlachetnych. Podklasa ta nie obejmuje: produkcji biżuterii wykoej z metali szlachetnych lub platerowanej metalami szlachetnymi, sklasyfikowanej w 32.12.Z, produkcji biżuterii zawierającej naturalne kamienie szlachetne, sklasyfikowanej w 32.12.Z, produkcji pasków do zegarków z metali szlachetnych, sklasyfikowanej w 32.12.Z.;694;Produkcja sztucznej biżuterii i wyrobów podobnych
32.20;Produkcja instrumentów muzycznych;;696;Produkcja instrumentów muzycznych
32.20.Z;Produkcja instrumentów muzycznych;32.20.Z Podklasa ta obejmuje: produkcję instrumentów strunowych, produkcję klawiszowych instrumentów strunowych, włączając pianina automatyczne, produkcję klawiszowych organów piszczałkowych, włączając fisharmonie i podobne instrumenty klawiszowe z wolnym metalowym stroikiem, produkcję akordeonów i podobnych instrumentów, włączając harmonijki ustne, produkcję instrumentów dętych, produkcję perkusyjnych instrumentów muzycznych, produkcję instrumentów muzycznych, w których dźwięk jest wytwarzany elektronicznie, produkcję pozytywek, szaf grających, katarynek itp., produkcję części i akcesoriów do instrumentów muzycznych, takich jak: metronomy, widełki stroikowe, kamertony, karty, tarcze i walce do mechanicznych instrumentów muzycznych itp., produkcję gwizdków, rogów i pozostałych dętych instrumentów sygnalizacyjnych. Podklasa ta nie obejmuje: produkcji mikrofonów, wzmacniaczy, głośników, słuchawek i podobnych urządzeń, sklasyfikowanej w 26.40.Z, produkcji gramofonów, magnetofonów i podobnych wyrobów, sklasyfikowanej w 26.40.Z, produkcji instrumentów muzycznych - zabawek, sklasyfikowanej w 32.40.Z, renowacji organów i pozostałych historycznych instrumentów muzycznych, sklasyfikowanej w 33.19.Z, wydawania nagranych kaset, taśm i płyt, z zarejestrowanym dźwiękiem i obrazem, sklasyfikowanego w 59.20.Z, strojenia fortepianów, sklasyfikowanego w 95.29.Z.;697;Produkcja instrumentów muzycznych
32.30;Produkcja sprzętu sportowego;;699;Produkcja sprzętu sportowego
32.30.Z;Produkcja sprzętu sportowego;32.30.Z Podklasa ta obejmuje produkcję artykułów sportowych, z wyłączeniem odzieży i obuwia. Podklasa ta obejmuje produkcję artykułów i sprzętu, do uprawiania sportu i gier na otwartym powietrzu i w pomieszczeniach, wykoych z dowolnego materiału: piłek twardych, miękkich i nadmuchiwanych, rakiet, rakietek, kijów golfowych, nart, wiązań i kijków do nart, butów narciarskich, desek surfingowych i nart wodnych, sprzętu do wędkarstwa sportowego, włączając siatki do połowów, sprzętu myśliwskiego, sprzętu wspinaczkowego itp., skórzanych rękawic sportowych i sportowych kasków ochronnych, basenów do pływania i kąpieli itp., łyżew, wrotek itp., łuków i kusz, sprzętu gimnastycznego i atletycznego stosowanego w klubach fitness. Podklasa ta nie obejmuje: produkcji żagli do łodzi, sklasyfikowanej w 13.92.Z, produkcji odzieży sportowej, sklasyfikowanej w odpowiednich podklasach grupy 14.1, produkcji wyrobów rymarskich i uprzęży, batów, pejczów i sprzętu do jazdy konnej, sklasyfikowanej w 15.12.Z, produkcji obuwia sportowego, sklasyfikowanej w 15.20.Z, produkcji broni sportowej i amunicji, sklasyfikowanej w 25.40.Z, produkcji odważników stosowanych w podnoszeniu ciężarów, sklasyfikowanej w 25.99.Z, produkcji pojazdów sportowych innych niż sanki i tobogany, sklasyfikowanej w odpowiednich podklasach działów 29 i 30, produkcji łodzi, sklasyfikowanej w 30.12.Z, produkcji stołów bilardowych, sklasyfikowanej w 32.40.Z, produkcji zatyczek do uszu i nosa (np. do ochrony przy pływaniu i przed hałasem), sklasyfikowanej w 32.99.Z, napraw sprzętu sportowego, sklasyfikowanych w 95.29.Z.;700;Produkcja sprzętu sportowego
32.40;Produkcja gier i zabawek;;702;Produkcja gier i zabawek
32.40.Z;Produkcja gier i zabawek;32.40.Z Podklasa ta obejmuje produkcję gier i zabawek (włączając elektroniczne), zestawów hobbystycznych i pojazdów dziecięcych, z wyłączeniem metalowych rowerów dwu- i trzykołowych. Podklasa ta obejmuje: produkcję lalek, ubranek i akcesoriów dla lalek, produkcję ruchomych figurek, produkcję zabawek-zwierzątek, produkcję instrumentów muzycznych-zabawek, produkcję kart do gry, produkcję gier planszowych i podobnych, produkcję gier elektronicznych: szachów itp., produkcję modeli (o zmniejszonej skali) i podobnych modeli zabawkowych, kolejek elektrycznych, zestawów do montażu takich modeli itp., produkcję automatów do gry we flippera, gier uruchamianych monetą, stołów bilardowych i specjalnych stołów do gier w kasynach itp., produkcję artykułów dla wesołych miasteczek oraz gier stołowych lub towarzyskich, produkcję zabawek na kółkach przeznaczonych do jeżdżenia, włączając rowerki dwu- i trzykołowe z tworzyw sztucznych, produkcję układanek (puzzli) itp. Podklasa ta nie obejmuje: produkcji konsoli do gier wideo, sklasyfikowanej w 26.40.Z, produkcji rowerów, sklasyfikowanej w 30.92.Z, produkcji akcesoriów do sztuk magicznych i żartów, sklasyfikowanej w 32.99.Z, pisania i publikacji oprogramowania do gier wideo, sklasyfikowanych w 58.21.Z, 62.01.Z.;703;Produkcja gier i zabawek
32.50;Produkcja urządzeń, instrumentów oraz wyrobów medycznych, włączając dentystyczne;;705;Produkcja urządzeń, instrumentów oraz wyrobów medycznych, włączając dentystyczne
32.50.Z;Produkcja urządzeń, instrumentów oraz wyrobów medycznych, włączając dentystyczne;"32.50.Z Podklasa ta obejmuje produkcję aparatury i mebli laboratoryjnych, instrumentów medycznych (włączając chirurgiczne); produkcję urządzeń i artykułów chirurgicznych, sprzętu i artykułów dentystycznych (włączając wyroby ortodontyczne, protezy dentystyczne) i przyrządów ortopedycznych. Podklasa ta obejmuje także meble medyczne, włączając dentystyczne, posiadające specjalną funkcję, która określa ich przeznaczenie, np. fotele dentystyczne z wbudowaną funkcją hydrauliczną. Podklasa ta obejmuje: produkcję prześcieradeł chirurgicznych, sterylnych chusteczek, produkcję dentystycznych wypełniaczy i cementu (z wyłączeniem klejów do protez dentystycznych), produkcję wosku dentystycznego i pozostałych gipsowych preparatów dentystycznych, produkcję cementu do rekonstrukcji kości, produkcję pieców dentystycznych, produkcję laboratoryjnych ultradźwiękowych urządzeń czyszczących, produkcję sterylizatorów laboratoryjnych, produkcję laboratoryjnych urządzeń filtrujących oraz wirówek laboratoryjnych, produkcję mebli medycznych, włączając chirurgiczne, dentystyczne i weterynaryjne: stołów operacyjnych, mebli do przeprowadzania badań, łóżek szpitalnych z wyposażeniem mechanicznym, foteli dentystycznych, produkcję płytek i śrub do łączenia kości, strzykawek, igieł, cewników, kaniuli itp., produkcję narzędzi dentystycznych, włączając fotele dentystyczne wyposażone w sprzęt dentystyczny, produkcję sztucznych zębów, mostków itp., wykonywanych w laboratoriach dentystycznych, produkcję urządzeń ortopedycznych i protetycznych, produkcję obuwia ortopedycznego, produkcje aparatów słuchowych, produkcję szklanych oczu, produkcję termometrów medycznych, produkcję okularów korekcyjnych, okularów słonecznych, soczewek wykonywanych na receptę, soczewek kontaktowych, okularów ochronnych. Podklasa ta nie obejmuje: produkcji klejów do protez dentystycznych, sklasyfikowanej w 20.42.Z, produkcji impregnowanej waty, opatrunków itp. wyrobów dla celów medycznych, sklasyfikowanej 21.20.Z, produkcji aparatury elektromedycznej i elektroterapeutycznej, sklasyfikowanej w 26.60.Z, produkcji wózków inwalidzkich, sklasyfikowanej w 30.92.Z, działalności optyków, sklasyfikowanej w 47.78.Z.";706;Produkcja urządzeń, instrumentów oraz wyrobów medycznych, włączając dentystyczne
32.91;Produkcja mioteł, szczotek i pędzli;;708;Produkcja mioteł, szczotek i pędzli
32.91.Z;Produkcja mioteł, szczotek i pędzli;32.91.Z Podklasa ta obejmuje: produkcję mioteł i szczotek (włączając szczotki będące elementami składowymi maszyn), sterowanych mechaniczne ręcznych zamiatarek podłóg, mopów i przyborów do odkurzania wykoych z piór, pędzli malarskich, poduszek i wałków do malowania, wałków gumowych i pozostałych pędzli, szczotek, zmywaków itp., produkcję szczotek do butów i ubrań.;709;Produkcja mioteł, szczotek i pędzli
32.99;Produkcja pozostałych wyrobów, gdzie indziej niesklasyfikowana;;710;Produkcja pozostałych wyrobów, gdzie indziej niesklasyfikowana
32.99.Z;Produkcja pozostałych wyrobów, gdzie indziej niesklasyfikowana;"32.99.Z Podklasa ta obejmuje: produkcję wyrobów ochronnych, takich jak: ubrania ognioodporne i ochronne, pasy bezpieczeństwa dla monterów i inne pasy do celów zawodowych, urządzenia ratownicze wykoe z korka, kaski ochronne i pozostały sprzęt ochronny do użytku osobistego, z tworzyw sztucznych (np. kaski stosowane przez sportowców), kombinezony przeciwpożarowe, ochronne nakrycia głowy i inny sprzęt ochronny do użytku osobistego, z metalu, zatyczki do uszu i nosa (np. do ochrony podczas pływania i przed hałasem), maski gazowe, produkcję piór, długopisów i ołówków, dowolnego rodzaju, nawet mechanicznych, produkcję wkładów grafitowych do ołówków, produkcję datowników, pieczęci lub numeratorów, ręcznych urządzeń do drukowania lub wytłaczania etykiet, drukarek ręcznych, taśm nasączonych tuszem do maszyn do pisania i poduszek do tuszu, produkcję globusów, produkcję parasoli, parasoli przeciwsłonecznych, lasek, stołków myśliwskich, produkcję guzików, zatrzasków, zatrzasków guzikowych, zamków błyskawicznych, produkcję zapalniczek do papierosów, produkcję artykułów użytku osobistego: fajek, grzebieni, spinek do włosów, spryskiwaczy i rozpylaczy do perfum, termosów i pozostałych naczyń próżniowych do użytku osobistego lub domowego, peruk, sztucznych bród, sztucznych rzęs, produkcję rozmaitych artykułów: świec i podobnych artykułów, sztucznych kwiatów, owoców i liści, akcesoriów do sztuk magicznych i żartów, ręcznych sit i przesiewaczy; manekinów krawieckich itp., produkcję trumien, urn itp., produkcję koszy kwiatowych, bukietów, wieńców, działalność związaną z wypychaniem zwierząt. Podklasa ta nie obejmuje: produkcji knotów, sklasyfikowanej w 13.99.Z, produkcji ubrań roboczych i ubiorów służbowych (np. fartuchów laboratoryjnych, kombinezonów roboczych, mundurów), sklasyfikowanej w 14.12.Z, produkcji ozdóbek i pamiątek z papieru, sklasyfikowanej w 17.29.Z.";711;Produkcja pozostałych wyrobów, gdzie indziej niesklasyfikowana
33.11;Naprawa i konserwacja metalowych wyrobów gotowych;;714;Naprawa i konserwacja metalowych wyrobów gotowych
33.11.Z;Naprawa i konserwacja metalowych wyrobów gotowych;33.11.Z Podklasa ta obejmuje naprawę i konserwację wyrobów metalowych objętych działem 25. Podklasa ta obejmuje: naprawę metalowych zbiorników, cystern, pojemników, naprawę i konserwację rur i rurociągów, naprawy spawalnicze, naprawę stalowych bębnów transportowych, naprawę i konserwację generatorów pary wodnej i innych rodzajów par, naprawę i konserwację pomocniczych urządzeń stosowanych z generatorami pary wodnej: skraplaczy, podgrzewaczy wody, przegrzewaczy, kolektorów i akumulatorów pary, naprawę i konserwację reaktorów jądrowych, z wyłączeniem separatorów izotopów, naprawę i konserwację części kotłów okrętowych lub energetycznych, naprawę płyt kotłów i grzejników centralnego ogrzewania, naprawę i konserwację broni palnej i sprzętu zbrojeniowego, włączając naprawę broni sportowej i rekreacyjnej, naprawę i konserwację wózków sklepowych. Podklasa ta nie obejmuje: ostrzenia brzeszczotów, ostrzy i pił, sklasyfikowanego w 33.12.Z, naprawy systemów centralnego ogrzewania itp., sklasyfikowanej w 43.22.Z, usług ślusarskich, takich jak: naprawy mechanicznych urządzeń zamykających, sejfów itp., sklasyfikowanych w 80.20.Z.;715;Naprawa i konserwacja metalowych wyrobów gotowych
33.12;Naprawa i konserwacja maszyn;;716;Naprawa i konserwacja maszyn
33.12.Z;Naprawa i konserwacja maszyn;33.12.Z Podklasa ta obejmuje naprawę i konserwację elementów maszyn i urządzeń przemysłowych, naprawy maszyn rolniczych oraz pozostałych maszyn i urządzeń (np. podnośników widłowych i pozostałych urządzeń transportu bliskiego, obrabiarek, sprzętu chłodniczego, sprzętu budowlanego oraz maszyn górniczych), maszyn i urządzeń objętych działem 28. Podklasa ta obejmuje: naprawę i konserwację silników innych niż samochodowe, naprawę i konserwację pomp, sprężarek i ich wyposażenia, naprawę zaworów, naprawę elementów przekładni i elementów napędu, naprawę i konserwację pieców do procesów przemysłowych, naprawę i konserwację urządzeń dźwigowych i chwytaków, naprawę i konserwację przemysłowych urządzeń chłodniczych i sprzętu do oczyszczenia powietrza, naprawę i konserwację przemysłowych maszyn ogólnego zastosowania, naprawę i konserwację ręcznych narzędzi mechanicznych, naprawę i konserwację obrabiarek do cięcia i formowania metali oraz akcesoriów do nich, naprawę i konserwację pozostałych obrabiarek, naprawę i konserwację ciągników rolniczych, naprawę i konserwację maszyn rolniczych, maszyn do prac leśnych i maszyn do przygotowywania dłużycy, naprawę i konserwację maszyn metalurgicznych, naprawę i konserwację maszyn górniczych, budowlanych, do eksploatacji złóż ropy naftowej i gazu, naprawę i konserwację maszyn dla przetwórstwa żywności i tytoniu oraz produkcji napojów, naprawę i konserwację maszyn do produkcji odzieży tekstylnej i ze skór wyprawionych, naprawę i konserwację maszyn do produkcji papieru, naprawę i konserwację pozostałych maszyn specjalistycznych, sklasyfikowanych w odpowiednich podklasach działu 28, naprawę i konserwację maszyn do produkcji tworzyw sztucznych i gumy, naprawę i konserwację urządzeń do ważenia, naprawę i konserwację automatów sprzedających, naprawę i konserwację kas rejestrujących, naprawę i konserwację urządzeń kopiujących, naprawę kalkulatorów, naprawę maszyn do pisania. Podklasa ta nie obejmuje: naprawy i konserwacji pieców przemysłowych i pozostałego sprzętu grzewczego, sklasyfikowanych w 43.22.Z, instalowania, naprawy i konserwacji wind i schodów ruchomych, sklasyfikowanych w 43.29.Z, naprawy komputerów, sklasyfikowanej w 95.11.Z.;717;Naprawa i konserwacja maszyn
33.13;Naprawa i konserwacja urządzeń elektronicznych i optycznych;;718;Naprawa i konserwacja urządzeń elektronicznych i optycznych
33.13.Z;Naprawa i konserwacja urządzeń elektronicznych i optycznych;33.13.Z Podklasa ta obejmuje naprawę i konserwację wyrobów produkowanych w odpowiednich podklasach grup 26.5, 26.6 i 26.7, z wyłączeniem wyrobów traktowanych jako sprzęt gospodarstwa domowego. Podklasa ta obejmuje: naprawę i konserwację przyrządów pomiarowych, badawczych, nawigacyjnych i kontrolnych, objętych grupą 26.5, takich jak: przyrządy silników samolotowych, przyrządy do pomiaru emisji spalin pojazdów samochodowych, przyrządy meteorologiczne, przyrządy do kontroli i badania właściwości fizycznych, elektrycznych i chemicznych, przyrządy geodezyjne, przyrządy do wykrywania i monitorowania promieniowania, naprawę i konserwację aparatury napromieniowującej, elektromedycznej i elektroterapeutycznej objętej podklasą 26.60.Z, takiej jak: aparatura obrazująca za pomocą rezosu magnetycznego, aparatura medyczna do badań ultradźwiękowych, rozruszniki serca, aparaty słuchowe, elektrokardiografy, elektromedyczna aparatura endoskopowa, aparatura napromieniowująca, naprawę przyrządów i sprzętu optycznego, objętych podklasą 26.70.Z (jeżeli są one wykorzystywane przede wszystkim do celów komercyjnych), takich jak: lornetki, mikroskopy (z wyłączeniem mikroskopów elektronowych i protonowych), teleskopy, pryzmaty, soczewki (z wyłączeniem soczewek do zastosowań okulistycznych), sprzęt fotograficzny. Podklasa ta nie obejmuje: naprawy i konserwacji fotokopiarek, sklasyfikowanych w 33.12.Z, naprawy i konserwacji komputerów i sprzętu peryferyjnego, sklasyfikowanych w 95.11.Z, naprawy i konserwacji projektorów komputerowych, sklasyfikowanych w 95.11.Z, naprawy i konserwacji sprzętu komunikacyjnego, sklasyfikowanych w 95.12.Z, naprawy i konserwacji kamer TV i wideo wykorzystywanych do celów komercyjnych, sklasyfikowanych w 95.12.Z, naprawy domowych kamer wideo, sklasyfikowanej w 95.21.Z, naprawy zegarków i zegarów, sklasyfikowanej w 95.25.Z.;719;Naprawa i konserwacja urządzeń elektronicznych i optycznych
33.14;Naprawa i konserwacja urządzeń elektrycznych;;720;Naprawa i konserwacja urządzeń elektrycznych
